station,degC,degC_1,days,mm,hours
Aberporth,1996,8,17.9,12.2,0
Aberporth,1996,9,17.0,10.6,0
Aberporth,1996,10,14.1,10.0,0
Aberporth,1996,11,9.4,5.1,0
Aberporth,1996,12,6.3,1.6,8
Aberporth,1997,1,5.8,1.0,13
Aberporth,1997,2,9.2,4.2,0
Aberporth,1997,3,10.8,5.6,0
Aberporth,1997,4,12.3,6.0,0
Aberporth,1997,5,14.7,7.9,0
Aberporth,1997,6,15.8,10.5,0
Aberporth,1997,7,18.2,11.9,0
Aberporth,1997,8,20.2,14.1,0
Aberporth,1997,9,16.7,11.3,0
Aberporth,1997,10,14.0,8.4,0
Aberporth,1997,11,11.3,7.4,0
Aberporth,1997,12,9.1,4.7,2
Aberporth,1998,1,8.0,3.5,7
Aberporth,1998,2,9.9,5.5,1
Aberporth,1998,3,10.1,6.1,0
Aberporth,1998,4,10.2,4.6,1
Aberporth,1998,5,14.6,9.3,0
Aberporth,1998,6,16.1,10.6,0
Aberporth,1998,7,16.4,12.1,0
Aberporth,1998,8,17.9,12.0,0
Aberporth,1998,9,17.0,12.0,0
Aberporth,1998,10,13.4,8.9,0
Aberporth,1998,11,9.7,5.6,0
Aberporth,1998,12,9.1,3.9,5
Aberporth,1999,1,8.7,3.8,5
Aberporth,1999,2,8.0,4.1,2
Aberporth,1999,3,9.4,4.8,0
Aberporth,1999,4,11.5,6.4,0
Aberporth,1999,5,14.8,9.3,0
Aberporth,1999,6,15.6,10.0,0
Aberporth,1999,7,19.7,13.0,0
Aberporth,1999,8,18.7,12.6,0
Aberporth,1999,9,17.5,11.4,0
Aberporth,1999,10,13.7,8.7,0
Aberporth,1999,11,10.6,6.6,1
Aberporth,1999,12,8.5,4.2,3
Aberporth,2000,1,7.8,3.6,3
Aberporth,2000,2,8.6,4.3,1
Aberporth,2000,3,9.3,4.7,0
Aberporth,2000,4,10.3,4.2,0
Aberporth,2000,5,14.4,8.3,0
Aberporth,2000,6,16.9,10.7,0
Aberporth,2000,7,17.5,11.8,0
Aberporth,2000,8,18.5,12.3,0
Aberporth,2000,9,17.1,11.4,0
Aberporth,2000,10,12.9,8.0,0
Aberporth,2000,11,9.5,5.3,0
Aberporth,2000,12,8.4,4.1,5
Aberporth,2001,1,6.8,2.2,5
Aberporth,2001,2,7.6,2.7,5
Aberporth,2001,3,8.3,2.9,6
Aberporth,2001,4,9.9,4.8,0
Aberporth,2001,5,15.4,8.6,0
Aberporth,2001,6,16.6,10.2,0
Aberporth,2001,7,17.4,11.9,0
Aberporth,2001,8,17.9,12.6,0
Aberporth,2001,9,15.6,11.5,0
Aberporth,2001,10,15.1,10.5,0
Aberporth,2001,11,11.1,6.7,0
Aberporth,2001,12,7.8,2.5,6
Aberporth,2002,1,9.2,4.1,4
Aberporth,2002,2,9.6,4.6,1
Aberporth,2002,3,10.6,5.1,0
Aberporth,2002,4,11.6,5.6,0
Aberporth,2002,5,13.9,8.1,0
Aberporth,2002,6,15.5,10.1,0
Aberporth,2002,7,16.9,11.7,0
Aberporth,2002,8,17.4,12.6,0
Aberporth,2002,9,17.3,10.9,0
Aberporth,2002,10,13.3,8.4,0
Aberporth,2002,11,11.3,7.6,0
Aberporth,2002,12,8.2,4.9,0
Aberporth,2003,1,7.4,3.2,9
Aberporth,2003,2,7.4,2.3,7
Aberporth,2003,3,11.3,4.8,0
Aberporth,2003,4,13.7,6.5,0
Aberporth,2003,5,13.7,8.0,0
Aberporth,2003,6,17.8,11.1,0
Aberporth,2003,7,19.1,13.1,0
Aberporth,2003,8,19.7,13.8,0
Aberporth,2003,9,17.3,10.7,0
Aberporth,2003,10,12.4,7.0,0
Aberporth,2003,11,11.1,6.5,0
Aberporth,2003,12,8.4,3.8,3
Aberporth,2004,1,8.2,3.8,1
Aberporth,2004,2,7.6,3.8,2
Aberporth,2004,3,9.5,3.9,4
Aberporth,2004,4,10.8,6.2,0
Aberporth,2004,5,13.9,8.1,0
Aberporth,2004,6,17.6,11.5,0
Aberporth,2004,7,17.0,11.7,0
Aberporth,2004,8,19.1,13.6,0
Aberporth,2004,9,16.9,12.0,0
Aberporth,2004,10,12.9,8.2,0
Aberporth,2004,11,10.5,7.5,0
Aberporth,2004,12,9.1,4.8,1
Aberporth,2005,1,8.8,5.0,0
Aberporth,2005,2,6.8,2.7,2
Aberporth,2005,3,10.0,5.4,2
Aberporth,2005,4,11.7,5.7,0
Aberporth,2005,5,13.6,7.6,0
Aberporth,2005,6,17.2,11.6,0
Aberporth,2005,7,18.4,12.8,0
Aberporth,2005,8,18.2,12.3,0
Aberporth,2005,9,17.4,11.7,0
Aberporth,2005,10,14.6,10.6,0
Aberporth,2005,11,10.3,4.8,1
Aberporth,2005,12,8.3,4.0,5
Aberporth,2006,1,7.0,2.8,6
Aberporth,2006,2,6.5,2.2,6
Aberporth,2006,3,7.9,2.9,5
Aberporth,2006,4,10.5,5.8,0
Aberporth,2006,5,13.9,8.1,0
Aberporth,2006,6,18.0,11.3,0
Aberporth,2006,7,21.2,13.7,0
Aberporth,2006,8,17.1,12.9,0
Aberporth,2006,9,18.7,13.0,0
Aberporth,2006,10,15.1,10.6,0
Aberporth,2006,11,11.3,6.1,0
Aberporth,2006,12,9.3,5.3,3
Aberporth,2007,1,9.5,5.5,0
Aberporth,2007,2,8.8,4.0,2
Aberporth,2007,3,9.5,4.4,0
Aberporth,2007,4,13.8,7.4,0
Aberporth,2007,5,14.3,8.5,0
Aberporth,2007,6,16.9,11.6,0
Aberporth,2007,7,16.7,11.8,0
Aberporth,2007,8,17.0,12.3,0
Aberporth,2007,9,16.1,11.6,0
Aberporth,2007,10,14.0,9.2,0
Aberporth,2007,11,10.8,6.8,1
Aberporth,2007,12,8.7,3.6,7
Aberporth,2008,1,9.4,4.7,1
Aberporth,2008,2,9.5,3.3,3
Aberporth,2008,3,8.7,4.4,0
Aberporth,2008,4,10.7,4.9,2
Aberporth,2008,5,16.5,9.6,0
Aberporth,2008,6,15.8,10.1,0
Aberporth,2008,7,17.9,12.5,0
Aberporth,2008,8,17.6,13.0,0
Aberporth,2008,9,15.9,10.2,0
Aberporth,2008,10,12.4,8.4,0
Aberporth,2008,11,9.7,6.3,1
Aberporth,2008,12,7.4,3.1,6
Aberporth,2009,1,6.8,1.4,9
Aberporth,2009,2,6.7,2.7,7
Aberporth,2009,3,9.6,4.2,1
Aberporth,2009,4,12.0,6.0,0
Aberporth,2009,5,14.3,8.0,0
Aberporth,2009,6,17.7,10.9,0
Aberporth,2009,7,18.0,12.6,0
Aberporth,2009,8,18.3,12.5,0
Aberporth,2009,9,15.9,11.0,0
Aberporth,2009,10,14.3,9.6,0
Aberporth,2009,11,11.1,6.6,0
Aberporth,2009,12,6.9,2.4,5
Aberporth,2010,1,5.1,0.9,11
Aberporth,2010,2,5.9,1.4,6
Aberporth,2010,3,8.5,3.0,4
Aberporth,2010,4,11.6,5.3,0
Aberporth,2010,5,13.2,7.6,0
Aberporth,2010,6,17.6,10.6,0
Aberporth,2010,7,18.1,13.0,0
Aberporth,2010,8,16.9,12.2,0
Aberporth,2010,9,16.6,11.5,0
Aberporth,2010,10,13.7,8.2,0
Aberporth,2010,11,8.8,4.0,5
Aberporth,2010,12,4.5,-0.1,17
Aberporth,2011,1,6.5,2.1,9
Aberporth,2011,2,9.2,4.7,1
Aberporth,2011,3,9.6,3.5,5
Aberporth,2011,4,14.6,8.0,0
Aberporth,2011,5,15.0,8.8,0
Aberporth,2011,6,15.8,9.9,0
Aberporth,2011,7,17.3,11.5,0
Aberporth,2011,8,17.5,11.8,0
Aberporth,2011,9,17.0,12.0,0
Aberporth,2011,10,14.8,10.5,0
Aberporth,2011,11,12.6,8.1,0
Aberporth,2011,12,9.3,5.5,0
Aberporth,2012,1,8.4,4.9,0
Aberporth,2012,2,7.5,2.8,10
Aberporth,2012,3,11.6,5.9,0
Aberporth,2012,4,9.8,4.6,1
Aberporth,2012,5,14.3,8.2,0
Aberporth,2012,6,15.7,10.6,0
Aberporth,2012,7,16.6,11.7,0
Aberporth,2012,8,18.4,13.4,0
Aberporth,2012,9,15.3,10.2,0
Aberporth,2012,10,12.7,8.2,0
Aberporth,2012,11,9.6,4.9,1
Aberporth,2012,12,8.4,4.2,4
Aberporth,2013,1,6.8,3.1,10
Aberporth,2013,2,6.7,2.0,4
Aberporth,2013,3,6.6,1.0,13
Aberporth,2013,4,10.3,4.3,5
Aberporth,2013,5,12.2,6.4,0
Aberporth,2013,6,15.9,9.9,0
Aberporth,2013,7,20.7,13.6,0
Aberporth,2013,8,18.6,13.2,0
Aberporth,2013,9,16.8,11.6,0
Aberporth,2013,10,14.8,10.9,0
Aberporth,2013,11,10.0,5.7,0
Aberporth,2013,12,9.6,4.8,0
Aberporth,2014,1,8.4,4.0,0
Aberporth,2014,2,8.3,3.8,0
Aberporth,2014,3,10.5,4.4,0
Aberporth,2014,4,12.7,6.9,0
Aberporth,2014,5,14.3,8.9,0
Aberporth,2014,6,17.1,11.1,0
Aberporth,2014,7,19.3,13.4,0
Aberporth,2014,8,17.5,12.2,0
Aberporth,2014,9,18.3,11.9,0
Aberporth,2014,10,14.7,10.1,0
Aberporth,2014,11,11.2,6.4,0
Aberporth,2014,12,8.9,4.9,1
Aberporth,2015,1,7.7,3.5,2
Aberporth,2015,2,6.9,2.5,5
Aberporth,2015,3,8.8,3.8,0
Aberporth,2015,4,12.8,5.4,0
Aberporth,2015,5,12.9,7.7,0
Aberporth,2015,6,16.7,10.2,0
Aberporth,2015,7,17.8,12.1,0
Aberporth,2015,8,17.6,11.7,0
Aberporth,2015,9,16.0,10.2,0
Aberporth,2015,10,13.9,8.8,0
Aberporth,2015,11,12.6,7.7,0
Aberporth,2015,12,11.8,7.7,0
Aberporth,2016,1,8.9,4.5,0
Aberporth,2016,2,7.8,3.5,2
Aberporth,2016,3,8.7,3.5,0
Aberporth,2016,4,10.2,4.9,0
Aberporth,2016,5,15.2,8.8,0
Aberporth,2016,6,17.0,11.7,0
Aberporth,2016,7,18.3,12.9,0
Aberporth,2016,8,18.9,13.2,0
Aberporth,2016,9,17.9,12.2,0
Aberporth,2016,10,14.1,8.6,0
Aberporth,2016,11,9.4,5.4,1
Aberporth,2016,12,10.0,5.4,1
Aberporth,2017,1,7.9,3.9,2
Aberporth,2017,2,8.8,4.6,1
Aberporth,2017,3,11.1,5.5,0
Aberporth,2017,4,11.5,6.6,0
Aberporth,2017,5,16.2,9.4,0
Aberporth,2017,6,17.8,11.8,0
Aberporth,2017,7,18.3,12.6,0
Aberporth,2017,8,17.6,12.0,0
Aberporth,2017,9,15.9,11.0,0
Aberporth,2017,10,14.6,10.5,0
Aberporth,2017,11,10.7,6.6,0
Aberporth,2017,12,8.6,4.9,1
Aberporth,2018,1,8.4,3.8,0
Aberporth,2018,2,6.3,1.3,10
Aberporth,2018,3,7.7,2.3,6
Aberporth,2018,4,12.1,6.4,0
Aberporth,2018,5,15.3,8.1,0
Aberporth,2018,6,19.1,12.4,0
Aberporth,2018,7,20.3,13.4,0
Aberporth,2018,8,18.5,12.6,0
Aberporth,2018,9,16.0,10.8,0
Aberporth,2018,10,13.5,8.5,0
Aberporth,2018,11,10.9,6.3,0
Aberporth,2018,12,9.9,6.3,0
Aberporth,2019,1,7.3,3.8,3
Aberporth,2019,2,11.0,5.0,1
Aberporth,2019,3,10.1,5.1,0
Aberporth,2019,4,13.3,6.4,0
Aberporth,2019,5,14.2,7.9,0
Aberporth,2019,6,16.3,10.6,0
Aberporth,2019,7,19.2,13.2,0
Aberporth,2019,8,19.4,13.4,0
Aberporth,2019,9,17.2,11.8,0
Aberporth,2019,10,13.1,8.4,0
Aberporth,2019,11,9.3,5.5,0
Aberporth,2019,12,9.1,4.6,1
Aberporth,2020,1,8.9,4.7,0
Aberporth,2020,2,9.0,4.4,0
Aberporth,2020,3,9.9,4.0,0
Aberporth,2020,4,14.8,7.0,0
Aberporth,2020,5,16.8,8.6,0
Aberporth,2020,6,17.0,11.2,0
Aberporth,2020,7,17.2,12.2,0
Aberporth,2020,8,18.6,13.5,0
Aberporth,2020,9,17.2,11.1,0
Aberporth,2020,10,12.8,8.4,0
Aberporth,2020,11,11.7,6.8,0
Aberporth,2020,12,8.6,4.6,0
Aberporth,2021,1,6.9,2.8,7
Aberporth,2021,2,7.9,2.9,6
Aberporth,2021,3,9.8,4.6,3
Aberporth,2021,4,10.9,3.9,0
Aberporth,2021,5,12.7,7.0,0
Aberporth,2021,6,17.4,11.0,0
Aberporth,2021,7,19.2,13.7,0
Aberporth,2021,8,17.8,12.5,0
Aberporth,2021,9,18.3,12.9,0
Aberporth,2021,10,14.5,10.3,0
Aberporth,2021,11,10.9,7.0,1
Aberporth,2021,12,10.0,5.7,0
Aberporth,2022,1,8.6,4.1,1
Armagh,1853,1,---,---,---
Armagh,1853,2,---,---,---
Armagh,1853,3,---,---,---
Armagh,1853,4,---,---,---
Armagh,1853,5,---,---,---
Armagh,1853,6,---,---,---
Armagh,1853,7,---,---,---
Armagh,1853,8,---,---,---
Armagh,1853,9,---,---,---
Armagh,1853,10,---,---,---
Armagh,1853,11,---,---,---
Armagh,1853,12,---,---,---
Armagh,1854,1,---,---,---
Armagh,1854,2,---,---,---
Armagh,1854,3,---,---,---
Armagh,1854,4,---,---,---
Armagh,1854,5,---,---,---
Armagh,1854,6,---,---,---
Armagh,1854,7,---,---,---
Armagh,1854,8,---,---,---
Armagh,1854,9,---,---,---
Armagh,1854,10,---,---,---
Armagh,1854,11,---,---,---
Armagh,1854,12,---,---,---
Armagh,1855,1,---,---,---
Armagh,1855,2,---,---,---
Armagh,1855,3,---,---,---
Armagh,1855,4,---,---,---
Armagh,1855,5,---,---,---
Armagh,1855,6,---,---,---
Armagh,1855,7,---,---,---
Armagh,1855,8,---,---,---
Armagh,1855,9,---,---,---
Armagh,1855,10,---,---,---
Armagh,1855,11,---,---,---
Armagh,1855,12,---,---,---
Armagh,1856,1,---,---,---
Armagh,1856,2,---,---,---
Armagh,1856,3,---,---,---
Armagh,1856,4,---,---,---
Armagh,1856,5,---,---,---
Armagh,1856,6,---,---,---
Armagh,1856,7,---,---,---
Armagh,1856,8,---,---,---
Armagh,1856,9,---,---,---
Armagh,1856,10,---,---,---
Armagh,1856,11,---,---,---
Armagh,1856,12,---,---,---
Armagh,1857,1,---,---,---
Armagh,1857,2,---,---,---
Armagh,1857,3,---,---,---
Armagh,1857,4,---,---,---
Armagh,1857,5,---,---,---
Armagh,1857,6,---,---,---
Armagh,1857,7,---,---,---
Armagh,1857,8,---,---,---
Armagh,1857,9,---,---,---
Armagh,1857,10,---,---,---
Armagh,1857,11,---,---,---
Armagh,1857,12,---,---,---
Armagh,1858,1,---,---,---
Armagh,1858,2,---,---,---
Armagh,1858,3,---,---,---
Armagh,1858,4,---,---,---
Armagh,1858,5,---,---,---
Armagh,1858,6,---,---,---
Armagh,1858,7,---,---,---
Armagh,1858,8,---,---,---
Armagh,1858,9,---,---,---
Armagh,1858,10,---,---,---
Armagh,1858,11,---,---,---
Armagh,1858,12,---,---,---
Armagh,1859,1,---,---,---
Armagh,1859,2,---,---,---
Armagh,1859,3,---,---,---
Armagh,1859,4,---,---,---
Armagh,1859,5,---,---,---
Armagh,1859,6,---,---,---
Armagh,1859,7,---,---,---
Armagh,1859,8,---,---,---
Armagh,1859,9,---,---,---
Armagh,1859,10,---,---,---
Armagh,1859,11,---,---,---
Armagh,1859,12,---,---,---
Armagh,1860,1,---,---,---
Armagh,1860,2,---,---,---
Armagh,1860,3,---,---,---
Armagh,1860,4,---,---,---
Armagh,1860,5,---,---,---
Armagh,1860,6,---,---,---
Armagh,1860,7,---,---,---
Armagh,1860,8,---,---,---
Armagh,1860,9,---,---,---
Armagh,1860,10,---,---,---
Armagh,1860,11,---,---,---
Armagh,1860,12,---,---,---
Armagh,1861,1,---,---,---
Armagh,1861,2,---,---,---
Armagh,1861,3,---,---,---
Armagh,1861,4,---,---,---
Armagh,1861,5,---,---,---
Armagh,1861,6,---,---,---
Armagh,1861,7,---,---,---
Armagh,1861,8,---,---,---
Armagh,1861,9,---,---,---
Armagh,1861,10,---,---,---
Armagh,1861,11,---,---,---
Armagh,1861,12,---,---,---
Armagh,1862,1,---,---,---
Armagh,1862,2,---,---,---
Armagh,1862,3,---,---,---
Armagh,1862,4,---,---,---
Armagh,1862,5,---,---,---
Armagh,1862,6,---,---,---
Armagh,1862,7,---,---,---
Armagh,1862,8,---,---,---
Armagh,1862,9,---,---,---
Armagh,1862,10,---,---,---
Armagh,1862,11,---,---,---
Armagh,1862,12,---,---,---
Armagh,1863,1,---,---,---
Armagh,1863,2,---,---,---
Armagh,1863,3,---,---,---
Armagh,1863,4,---,---,---
Armagh,1863,5,---,---,---
Armagh,1863,6,---,---,---
Armagh,1863,7,---,---,---
Armagh,1863,8,---,---,---
Armagh,1863,9,---,---,---
Armagh,1863,10,---,---,---
Armagh,1863,11,---,---,---
Armagh,1863,12,---,---,---
Armagh,1864,1,---,---,---
Armagh,1864,2,---,---,---
Armagh,1864,3,---,---,---
Armagh,1864,4,---,---,---
Armagh,1864,5,---,---,---
Armagh,1864,6,---,---,---
Armagh,1864,7,---,---,---
Armagh,1864,8,---,---,---
Armagh,1864,9,---,---,---
Armagh,1864,10,---,---,---
Armagh,1864,11,---,---,---
Armagh,1864,12,---,---,---
Armagh,1865,1,---,---,---
Armagh,1865,2,---,---,---
Armagh,1865,3,---,---,---
Armagh,1865,4,14.8,5.5,0
Armagh,1865,5,15.7,8.0,0
Armagh,1865,6,21.0,11.6,0
Armagh,1865,7,20.5,12.5,0
Armagh,1865,8,19.0,11.4,0
Armagh,1865,9,20.4,11.6,0
Armagh,1865,10,13.7,6.8,0
Armagh,1865,11,9.6,3.1,2
Armagh,1865,12,9.7,4.9,0
Armagh,1866,1,8.2,2.5,4
Armagh,1866,2,7.7,0.9,8
Armagh,1866,3,8.3,1.7,12
Armagh,1866,4,12.2,4.6,1
Armagh,1866,5,15.0,5.7,0
Armagh,1866,6,18.5,10.5,0
Armagh,1866,7,19.9,12.0,0
Armagh,1866,8,17.9,10.6,0
Armagh,1866,9,15.1,7.6,0
Armagh,1866,10,13.5,7.2,0
Armagh,1866,11,10.2,4.4,0
Armagh,1866,12,9.5,3.4,3
Armagh,1867,1,4.2,-2.2,18
Armagh,1867,2,9.8,4.1,0
Armagh,1867,3,7.0,0.5,13
Armagh,1867,4,12.8,5.9,0
Armagh,1867,5,15.4,7.5,0
Armagh,1867,6,18.9,10.8,0
Armagh,1867,7,19.6,11.0,0
Armagh,1867,8,19.9,12.2,0
Armagh,1867,9,17.1,9.7,0
Armagh,1867,10,12.8,6.6,0
Armagh,1867,11,9.0,3.3,4
Armagh,1867,12,7.8,2.4,9
Armagh,1868,1,7.3,1.9,7
Armagh,1868,2,9.9,3.5,3
Armagh,1868,3,11.2,4.1,1
Armagh,1868,4,14.1,5.6,0
Armagh,1868,5,16.9,8.1,0
Armagh,1868,6,19.9,10.7,0
Armagh,1868,7,22.9,13.0,0
Armagh,1868,8,19.7,11.5,0
Armagh,1868,9,17.1,9.7,0
Armagh,1868,10,12.0,4.6,1
Armagh,1868,11,7.9,2.2,6
Armagh,1868,12,9.5,3.6,2
Armagh,1869,1,8.5,4.1,2
Armagh,1869,2,10.4,4.8,0
Armagh,1869,3,8.1,1.1,10
Armagh,1869,4,14.5,5.6,0
Armagh,1869,5,12.6,5.0,0
Armagh,1869,6,17.9,8.8,0
Armagh,1869,7,22.5,12.6,0
Armagh,1869,8,19.7,11.0,0
Armagh,1869,9,17.0,10.0,0
Armagh,1869,10,14.2,7.6,0
Armagh,1869,11,10.4,3.1,9
Armagh,1869,12,6.2,-0.5,12
Armagh,1870,1,6.9,1.0,11
Armagh,1870,2,6.7,0.2,12
Armagh,1870,3,10.2,2.4,7
Armagh,1870,4,14.5,5.1,0
Armagh,1870,5,16.0,7.4,0
Armagh,1870,6,19.8,10.5,0
Armagh,1870,7,21.6,12.7,0
Armagh,1870,8,21.6,11.1,0
Armagh,1870,9,18.2,10.3,0
Armagh,1870,10,13.1,5.7,1
Armagh,1870,11,8.5,2.1,7
Armagh,1870,12,4.7,-1.5,17
Armagh,1871,1,5.1,-0.1,14
Armagh,1871,2,10.2,4.8,0
Armagh,1871,3,11.6,3.2,4
Armagh,1871,4,13.2,5.3,1
Armagh,1871,5,17.4,7.1,0
Armagh,1871,6,18.5,10.0,0
Armagh,1871,7,19.8,11.2,0
Armagh,1871,8,20.8,12.0,0
Armagh,1871,9,16.0,8.3,0
Armagh,1871,10,13.8,6.7,0
Armagh,1871,11,8.4,2.5,5
Armagh,1871,12,7.6,1.1,9
Armagh,1872,1,7.9,1.5,8
Armagh,1872,2,9.9,4.2,0
Armagh,1872,3,10.6,3.6,4
Armagh,1872,4,13.1,4.5,0
Armagh,1872,5,14.4,6.2,0
Armagh,1872,6,18.2,9.5,0
Armagh,1872,7,21.3,12.7,0
Armagh,1872,8,19.8,11.9,0
Armagh,1872,9,16.4,9.7,0
Armagh,1872,10,11.8,4.5,1
Armagh,1872,11,9.2,2.8,3
Armagh,1872,12,7.4,2.0,11
Armagh,1873,1,7.8,1.9,6
Armagh,1873,2,6.2,-0.4,14
Armagh,1873,3,9.2,2.1,6
Armagh,1873,4,13.1,4.6,2
Armagh,1873,5,15.3,6.1,0
Armagh,1873,6,19.8,10.7,0
Armagh,1873,7,20.5,12.5,0
Armagh,1873,8,18.6,11.6,0
Armagh,1873,9,16.2,7.8,0
Armagh,1873,10,11.9,4.5,5
Armagh,1873,11,9.3,2.9,0
Armagh,1873,12,9.9,4.1,3
Armagh,1874,1,8.9,2.6,3
Armagh,1874,2,9.0,2.4,3
Armagh,1874,3,11.4,4.1,4
Armagh,1874,4,14.8,5.5,0
Armagh,1874,5,15.2,6.6,0
Armagh,1874,6,20.0,9.5,0
Armagh,1874,7,21.6,12.4,0
Armagh,1874,8,19.7,11.1,0
Armagh,1874,9,16.2,9.5,0
Armagh,1874,10,12.7,4.9,0
Armagh,1874,11,10.4,4.4,1
Armagh,1874,12,4.8,-1.6,21
Armagh,1875,1,9.7,3.9,3
Armagh,1875,2,7.3,1.1,6
Armagh,1875,3,9.5,2.9,3
Armagh,1875,4,14.7,4.5,0
Armagh,1875,5,17.7,8.2,0
Armagh,1875,6,18.6,9.5,0
Armagh,1875,7,19.5,10.0,0
Armagh,1875,8,20.7,12.8,0
Armagh,1875,9,18.3,11.1,0
Armagh,1875,10,12.8,6.5,0
Armagh,1875,11,8.6,2.6,8
Armagh,1875,12,7.3,0.8,12
Armagh,1876,1,8.3,2.3,8
Armagh,1876,2,8.5,1.0,9
Armagh,1876,3,8.3,0.2,14
Armagh,1876,4,12.5,3.7,4
Armagh,1876,5,15.7,6.2,0
Armagh,1876,6,19.1,9.3,0
Armagh,1876,7,21.8,11.5,0
Armagh,1876,8,20.5,11.1,0
Armagh,1876,9,16.4,9.0,0
Armagh,1876,10,14.2,8.7,0
Armagh,1876,11,9.8,4.3,5
Armagh,1876,12,9.1,3.3,6
Armagh,1877,1,8.5,2.0,5
Armagh,1877,2,9.4,2.8,3
Armagh,1877,3,9.8,1.5,9
Armagh,1877,4,10.7,3.8,0
Armagh,1877,5,14.3,5.3,1
Armagh,1877,6,19.7,10.3,0
Armagh,1877,7,19.0,10.8,0
Armagh,1877,8,18.9,11.0,0
Armagh,1877,9,16.0,7.6,0
Armagh,1877,10,13.9,6.7,0
Armagh,1877,11,10.0,3.3,2
Armagh,1877,12,8.4,1.9,6
Armagh,1878,1,8.5,2.3,6
Armagh,1878,2,9.6,3.5,2
Armagh,1878,3,10.2,2.9,8
Armagh,1878,4,13.8,5.2,2
Armagh,1878,5,16.3,7.9,0
Armagh,1878,6,19.4,10.6,0
Armagh,1878,7,21.5,12.2,0
Armagh,1878,8,20.6,12.5,0
Armagh,1878,9,17.8,9.9,0
Armagh,1878,10,13.9,7.4,0
Armagh,1878,11,6.9,-0.3,16
Armagh,1878,12,3.3,-4.2,27
Armagh,1879,1,4.2,-2.0,21
Armagh,1879,2,6.7,0.7,9
Armagh,1879,3,8.6,1.0,10
Armagh,1879,4,10.9,2.6,4
Armagh,1879,5,14.4,4.8,0
Armagh,1879,6,17.8,9.8,0
Armagh,1879,7,17.7,10.6,0
Armagh,1879,8,18.7,10.5,0
Armagh,1879,9,15.7,8.2,0
Armagh,1879,10,12.4,5.5,1
Armagh,1879,11,9.0,2.9,5
Armagh,1879,12,5.4,-1.4,16
Armagh,1880,1,6.8,1.3,9
Armagh,1880,2,9.7,3.0,3
Armagh,1880,3,11.3,3.2,2
Armagh,1880,4,12.7,3.9,0
Armagh,1880,5,16.1,6.5,0
Armagh,1880,6,17.0,9.7,0
Armagh,1880,7,17.1,10.9,0
Armagh,1880,8,19.6,13.1,0
Armagh,1880,9,17.1,10.6,0
Armagh,1880,10,9.4,3.4,4
Armagh,1880,11,8.1,2.8,6
Armagh,1880,12,6.9,2.2,12
Armagh,1881,1,2.0,-3.3,20
Armagh,1881,2,6.2,1.6,7
Armagh,1881,3,8.3,2.2,12
Armagh,1881,4,10.4,3.8,5
Armagh,1881,5,15.6,7.4,0
Armagh,1881,6,15.9,9.2,0
Armagh,1881,7,17.9,11.0,0
Armagh,1881,8,16.0,9.8,0
Armagh,1881,9,14.9,8.5,0
Armagh,1881,10,10.8,5.1,3
Armagh,1881,11,11.5,5.9,0
Armagh,1881,12,6.2,1.2,9
Armagh,1882,1,8.3,3.9,0
Armagh,1882,2,9.5,4.7,0
Armagh,1882,3,10.4,4.2,1
Armagh,1882,4,11.1,4.0,1
Armagh,1882,5,15.3,6.3,0
Armagh,1882,6,16.2,8.9,0
Armagh,1882,7,17.4,11.0,0
Armagh,1882,8,17.7,11.2,0
Armagh,1882,9,14.0,7.6,0
Armagh,1882,10,12.3,6.6,1
Armagh,1882,11,7.9,1.9,6
Armagh,1882,12,4.7,-0.1,11
Armagh,1883,1,7.5,2.8,1
Armagh,1883,2,7.9,2.9,2
Armagh,1883,3,6.5,-0.2,17
Armagh,1883,4,11.9,3.6,1
Armagh,1883,5,14.0,6.0,0
Armagh,1883,6,16.3,9.0,0
Armagh,1883,7,16.6,9.8,0
Armagh,1883,8,17.5,11.1,0
Armagh,1883,9,15.2,9.2,0
Armagh,1883,10,12.3,6.2,0
Armagh,1883,11,8.2,2.7,3
Armagh,1883,12,7.7,2.6,4
Armagh,1884,1,8.1,3.7,3
Armagh,1884,2,7.4,2.4,2
Armagh,1884,3,9.0,3.6,2
Armagh,1884,4,11.2,3.2,2
Armagh,1884,5,14.6,5.9,0
Armagh,1884,6,17.4,8.9,0
Armagh,1884,7,18.4,11.5,0
Armagh,1884,8,18.8,11.8,0
Armagh,1884,9,16.8,9.5,0
Armagh,1884,10,12.2,5.9,0
Armagh,1884,11,8.2,4.6,0
Armagh,1884,12,6.2,1.6,6
Armagh,1885,1,6.5,1.5,6
Armagh,1885,2,8.9,1.7,7
Armagh,1885,3,8.5,0.2,16
Armagh,1885,4,11.1,3.4,2
Armagh,1885,5,12.6,3.9,1
Armagh,1885,6,17.0,7.2,0
Armagh,1885,7,19.8,10.2,0
Armagh,1885,8,18.5,9.0,0
Armagh,1885,9,15.3,7.2,0
Armagh,1885,10,10.1,3.5,3
Armagh,1885,11,8.8,3.2,5
Armagh,1885,12,6.9,1.8,11
Armagh,1886,1,4.7,-0.8,18
Armagh,1886,2,5.9,0.7,11
Armagh,1886,3,7.5,1.3,16
Armagh,1886,4,11.4,2.5,6
Armagh,1886,5,13.6,5.1,0
Armagh,1886,6,17.0,8.6,0
Armagh,1886,7,18.4,10.3,0
Armagh,1886,8,18.5,10.4,0
Armagh,1886,9,15.8,7.7,0
Armagh,1886,10,13.1,7.0,0
